582819,-86.35634815
1179962,-86.35620948
613989,-86.34815599
1055423,-86.26714948
114,-86.07913109
571261,-85.886254
107,-85.81060483
867305,-85.76906477
542606,-85.56546018
1186856,-85.31867813
1219694,-83.8606392
1186824,-83.39820583
1186822,-83.04946875
11534,-83.02421153
7098,-82.92803507
1186818,-82.9266938
10207,-82.57671721
1187678,-80.05406726
44,-79.94203663
1178958,-79.92136822
43,-79.8523654
93,-79.84452557
1056699,-79.82491413
108,-79.67348824
1077335,-79.66059614
1983234,-79.58749403
1197206,-79.58664769
1981700,-79.58248383
1200324,-79.58122368
1008669,-79.57045927
1076920,-79.55678534
972353,-78.95363668
1219657,-78.92555395
1186847,-78.85005236
1987603,-78.27688368
977349,-78.13647273
973994,-78.09913842
1186840,-77.56796655
978096,-76.87615071
62,-76.85601818
1186367,-76.84733624
10740,-76.82638566
1186826,-76.70951771
1187447,-75.93405369
1186796,-75.85687789
1105020,-75.36690277
568042,-75.02390899
979114,-74.8471908
1227015,-74.54687821
1186212,-74.49546139
1187052,-74.22946154
1186156,-74.06093736
37,-73.47526215
979010,-73.37223017
1187839,-73.36814578
11343,-73.32373548
1217632,-73.14927086
1219810,-73.09071311
1006258,-73.06061265
1187724,-73.05787646
1216893,-73.03527754
1184793,-73.02012617
1185228,-72.79612912
1183910,-72.57328277
1184544,-72.44244101
1187760,-72.37208614
1184000,-72.27715757
1183258,-72.13293971
1185252,-71.96987503
1187084,-71.94959158
1186666,-71.92654904
1006164,-71.92540658
1186386,-71.88614525
1186428,-71.87124303
1187683,-71.85001036
1183280,-71.77244534
1185610,-71.76371647
1187810,-71.74476976
580329,-71.61847558
1209780,-71.31374128
1209855,-70.97927181
1183157,-70.88849492
973792,-70.76180021
973911,-70.56257533
1186399,-70.5584281
582635,-70.41541891
1005727,-70.37746385
1184801,-70.28322237
1183126,-70.27646324
1186827,-70.25156258
614895,-70.25080466
1186817,-70.24952856
982597,-70.1823245
1184412,-70.10350072
1006245,-70.06570606
1186385,-69.83210523
1184931,-69.83035266
1184926,-69.79966867
985303,-69.71722222
1187959,-69.63395065
973815,-69.59573893
1183869,-69.57019531
1187049,-69.40288525
1187386,-69.37462191
1208347,-69.13364624
1208312,-69.02552412
981435,-68.99830147
581934,-68.88210954
1184404,-68.85846824
862690,-68.63747941
1183069,-68.62565769
1183057,-68.62189361
10018,-68.61584035
571075,-68.28716851
1187059,-68.2807378
1066577,-68.27548165
1187774,-68.22336339
1186813,-68.17489223
1187083,-67.88635406
571094,-67.869201
571407,-67.78113609
21098,-67.77064969
569819,-67.70433196
569074,-67.69127114
1184908,-67.65104108
1187410,-67.52119745
1186590,-67.51653073
1187414,-67.49750865
607223,-67.47247036
975554,-67.43507916
20486,-67.43411455
1184142,-67.41503689
1188068,-67.41332691
1106281,-67.40635372
510140,-67.31031918
979282,-67.21482904
1187061,-66.9554446
1183992,-66.9383755
1076974,-66.88201861
1185171,-66.83291814
1185105,-66.82206662
1186182,-66.67870199
1187893,-66.64519678
1187864,-66.62629872
1184047,-66.62569282
569752,-66.58870175
542817,-66.5651706
1106365,-66.33603094
1186163,-66.28014788
978994,-66.25895295
20130,-66.25763789
1187749,-66.25531559
1219773,-66.22786985
1208285,-65.99862749
1184331,-65.95051937
1184733,-65.88847423
1208177,-65.85705665
972551,-65.79853159
30723,-65.64305042
1186811,-65.59669869
1183793,-65.4485107
1100784,-65.37610732
1183709,-65.29399036
19889,-65.26797218
1183047,-65.26764964
672388,-65.25719544
1186165,-64.99106392
985506,-64.93674967
978511,-64.84543397
974754,-64.74013459
1186160,-64.66413254
1184384,-64.59043304
973556,-64.58701171
1185480,-64.57088269
1184539,-64.5605406
1187642,-64.49555272
1187882,-64.4594955
862862,-64.45331259
862863,-64.40697121
1183064,-64.24974565
1208233,-64.1973002
12774,-64.04002888
973853,-64.00964529
1077277,-63.96136076
1006127,-63.94841563
985291,-63.9114181
1186194,-63.87621337
980014,-63.84385058
12754,-63.81226382
31434,-63.72050771
983550,-63.64994932
1208262,-63.63336883
972422,-63.61347168
542382,-63.58608025
1187668,-63.54530703
1103797,-63.40312304
1208815,-63.38713754
2149,-63.36579104
976588,-63.27950195
1184093,-63.05465454
1187772,-62.93414771
1206932,-62.89053782
1187390,-62.86601428
11535,-62.80343691
1183732,-62.79958442
1183930,-62.77991673
1185969,-62.64259059
1185929,-62.62470618
1187776,-62.4891608
978507,-62.48304928
1186380,-62.4706802
1186411,-62.44252416
1186658,-62.43087638
1185274,-62.42473381
1078858,-62.42032253
956,-62.41819643
974779,-62.3947046
570637,-62.38810116
1103459,-62.33032102
1186793,-62.17316672
1100774,-62.07234781
1186195,-62.06852087
19762,-62.04199507
30789,-61.9165906
30854,-61.91507638
1206509,-61.91008984
20026,-61.88779534
1217267,-61.59997459
862864,-61.43458156
1187624,-61.41624634
972405,-61.40525513
1187069,-61.27238484
1187057,-61.22012621
1183271,-61.09313171
1207128,-61.07002757
1187063,-61.02727399
1106034,-61.02538112
1187064,-60.96862435
1186382,-60.93727772
1183087,-60.92372688
1183123,-60.92276568
21381,-60.90322219
12072,-60.85791063
1187236,-60.79796605
865951,-60.75019499
1078992,-60.66183265
1224693,-60.58312387
1105856,-60.31432222
1187,-60.28822786
1217331,-60.21447332
1183084,-60.18606368
1183098,-60.18490476
1070844,-60.16228975
1187405,-60.15377346
862861,-60.15096474
1186410,-60.11825762
1828,-60.09754221
861592,-60.09066295
1183091,-59.88877492
985294,-59.88764993
983497,-59.80732684
21844,-59.65758207
1183111,-59.62789968
1225515,-59.6258526
1186664,-59.6037127
1659,-59.53788404
30855,-59.51262561
573601,-59.48388059
862848,-59.46296283
1186804,-59.45610234
1186381,-59.45170104
1754,-59.45106961
30741,-59.40801936
1183081,-59.40668453
1183103,-59.40510287
1208289,-59.40225825
1107,-59.28907947
1186398,-59.27213233
647347,-59.26286283
1183099,-59.21954197
862739,-59.20669093
864613,-59.13810992
1183105,-59.06079478
1183673,-59.0582607
1187062,-59.04504978
1183307,-59.01575787
862858,-58.94114727
862813,-58.90908043
985540,-58.89016244
1183095,-58.88222356
985547,-58.87216764
1186792,-58.84834307
1183109,-58.82649353
985554,-58.81408572
985302,-58.81129837
1187387,-58.63163691
1186782,-58.56643535
1187449,-58.4968551
2061,-58.48830978
976742,-58.4848703
979116,-58.42818161
1216149,-58.30682684
1187060,-58.27222596
21152,-58.26838308
1186413,-58.22142116
1187058,-58.15255192
865400,-58.14034886
1187452,-58.12449155
862830,-58.1137312
861939,-58.04637533
1187180,-58.00214117
982244,-57.98201489
1187094,-57.85335167
1226492,-57.76248408
2215,-57.75417066
1709,-57.70512989
865858,-57.58037415
1187074,-57.39273393
985305,-57.3729812
1183927,-57.33620579
1187406,-57.33144491
1183957,-57.32340383
978993,-57.31370317
1183097,-57.30443398
867422,-57.2058597
862817,-57.20198781
1148,-57.15609318
1183104,-57.10482436
1184927,-57.06538464
542019,-56.96961971
1183058,-56.89804256
1183082,-56.89117423
1216624,-56.85207732
1072444,-56.84888201
1079421,-56.83438226
21428,-56.78963306
1077347,-56.78939835
1183080,-56.73931731
1183112,-56.73247852
1187408,-56.66077069
979038,-56.60019724
1077534,-56.54616805
1183100,-56.53962335
1183090,-56.53654845
1183102,-56.50901929
1184350,-56.50472632
1183083,-56.4978838
979412,-56.40970393
865952,-56.39519494
1207072,-56.39155189
867185,-56.36196417
312,-56.35572231
20483,-56.28513411
1186444,-56.26615085
20745,-56.26463662
22692,-56.24297967
1207950,-56.23680606
1057273,-56.21731726
1102666,-56.16920853
1077525,-56.1541694
1216725,-56.15261556
1247117,-56.02271022
1185144,-55.93048174
1080146,-55.87818916
867838,-55.86938191
30873,-55.76906671
1222259,-55.73823051
30724,-55.69613189
1186621,-55.67839381
984551,-55.59157354
30565,-55.55591578
1217274,-55.50088104
21296,-55.49026418
861966,-55.45143534
1186918,-55.37096668
622345,-55.19172212
979014,-55.19098976
1187164,-55.17400522
1186846,-55.15026596
1183119,-55.01146167
1186639,-55.01088185
21468,-54.92341941
1210471,-54.92215543
30412,-54.92191669
1224108,-54.87865159
21318,-54.85638442
862776,-54.84874148
1183075,-54.79576256
1219775,-54.75457118
1216530,-54.73080732
862289,-54.66246389
1186383,-54.60128948
1223984,-54.51740484
1183094,-54.50624994
22795,-54.47428944
1219653,-54.42577439
1183070,-54.37025243
1183108,-54.3128801
974611,-54.2896691
16370,-54.24838447
1183835,-54.22482924
977364,-54.21455344
1183076,-54.20927056
985561,-54.20837872
1066274,-54.19827704
20314,-54.14764376
510198,-54.07596716
1183093,-53.97736874
983235,-53.94462886
980647,-53.94079665
21380,-53.92604693
1187365,-53.83571743
866107,-53.8150889
1183073,-53.77145591
1183122,-53.6975596
1225448,-53.6632578
1183116,-53.64462514
1187282,-53.63172005
861599,-53.62944174
1183092,-53.62753052
11447,-53.55368888
2269,-53.5328176
864795,-53.49304307
1076927,-53.44027841
177,-53.40049456
1217280,-53.34834258
1184842,-53.33543947
519,-53.32919347
1079895,-53.24827888
1183113,-53.2443776
1183056,-53.24304892
568411,-53.21265234
983567,-53.20984969
82,-53.17930458
972373,-53.17070927
972351,-53.17047561
39,-53.16951429
1187790,-53.16784627
861724,-53.16083259
151,-53.15013716
1223797,-53.14762714
1188083,-53.09127286
1183072,-53.04682516
1225488,-53.04619374
1187033,-53.04505401
49,-52.98522885
1186637,-52.93468969
867141,-52.93177619
1184777,-52.89447348
1184797,-52.87968154
631323,-52.86752297
1217290,-52.86032324
1178856,-52.83762431
